Cbias,credibility,domain,name,questionable,reporting,url,facebook,popularity,twitter
fake-news,low-credibility,oaklandtimes.org,Oakland Times,"['propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'imposter']",mixed,https://mediabiasfactcheck.com/oakland-times-bias/,,,
fake-news,low-credibility,oann.com,One America News Network,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/one-america-news-network/,OneAmericaNewsNetwork,59,OANN
fake-news,low-credibility,oathkeepers.org,Oath Keepers,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/oath-keepers/,,65,oathkeepers
fake-news,low-credibility,objectivist.co,Objectivist,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims']",mixed,https://mediabiasfactcheck.com/objectivist/,,17,
fake-news,low-credibility,ocalastandard.com,Ocala Standard,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/ocala-standard/,,,
fake-news,low-credibility,occidentaldissent.com,Occidental Dissent,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'hate', 'fake-news']",low,https://mediabiasfactcheck.com/occidental-dissent-bias-and-credibility/,,,
fake-news,low-credibility,occupydemocrats.com,Occupy Democrats,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/occupy-democrats/,OccupyDemocrats,55,OccupyDemocrats
conspiracy-pseudoscience,low-credibility,occupyyourself.org,Occupy Yourself,[],mixed,https://mediabiasfactcheck.com/occupy-yourself/,,,
fake-news,low-credibility,oceancountyleader.com,Ocean County Leader,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/ocean-county-leader-bias/,,,
conspiracy-pseudoscience,low-credibility,odysee.com,Odysee,[],low,https://mediabiasfactcheck.com/odysee-bias-and-credibility/,,,
conspiracy-pseudoscience,low-credibility,off-guardian.org,OffGuardian,[],mixed,https://mediabiasfactcheck.com/offguardian/,,61,
conspiracy-pseudoscience,low-credibility,offthegridnews.com,Off the Grid News,[],mixed,https://mediabiasfactcheck.com/off-the-grid-news-bias/,,,
fake-news,low-credibility,ohioindependent.com,The Ohio Independent,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation', 'imposter']",mixed,https://mediabiasfactcheck.com/the-ohio-independent-bias/,,,
fake-news,low-credibility,okcstandard.com,OKC Standard,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/okc-standard-bias/,,,
fake-news,low-credibility,okeechobeetimes.com,Okeechobee Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/okeechobee-times/,,,
fake-news,low-credibility,okeefemediagroup.com,O'Keefe Media Group,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/okeefe-media-group-bias/,,,
fake-news,low-credibility,oldnorthnews.com,Old North News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/old-north-news-bias/,,,
fake-news,low-credibility,omahacitywire.com,Omaha City Wire,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/omaha-city-wire-bias/,,,
fake-news,low-credibility,oneidatimes.com,Oneida Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/oneida-times-bias/,,,
conspiracy-pseudoscience,low-credibility,online-updates.net,Online Updates,[],mixed,https://mediabiasfactcheck.com/online-updates/,,,
fake-news,low-credibility,onlineconservativepress.com,Online Conservative Press,[],low,https://mediabiasfactcheck.com/online-conservative-press/,,12,
fake-news,low-credibility,onslownews.com,Onslow News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/onslow-news-bias/,,,
fake-news,low-credibility,openmagazines.com,Open Magazines,[],very-low,https://mediabiasfactcheck.com/open-magazines/,,14,
fake-news,low-credibility,oppositionreport.com,Opposition Report,[],mixed,https://mediabiasfactcheck.com/opposition-report/,,25,
conspiracy-pseudoscience,low-credibility,organicconsumers.org,Organic Consumers Association,[],low,https://mediabiasfactcheck.com/organic-consumers-association/,,65,
conspiracy-pseudoscience,low-credibility,organicfacts.net,Organic Facts,[],mixed,https://mediabiasfactcheck.com/organic-facts/,organicfacts,64,OF_OrganicFacts
fake-news,low-credibility,origo.hu,Origo,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims']",mixed,https://mediabiasfactcheck.com/origo-bias/,,,
fake-news,low-credibility,orinocotribune.com,Orinoco Tribune,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",low,https://mediabiasfactcheck.com/orinoco-tribune-bias-and-credibility/,,,
fake-news,low-credibility,orlandostandard.com,Orlando Standard,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/orlando-standard/,,,
fake-news,low-credibility,orthochristian.com,Orthodoxy Today,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/pravoslavie-ru-orthodoxy-today/,,,
fake-news,low-credibility,other98.com,The Other 98%,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/the-other-98/,theother98,58,other98
fake-news,low-credibility,otptribune.com,OTP Tribune,"['propaganda', 'plagiarism', 'pseudoscience', 'false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/otp-tribune-bias/,,,
fake-news,low-credibility,oureyeonislam.com,Our Eye on Islam,[],low,https://mediabiasfactcheck.com/our-eye-on-islam/,,9,
conspiracy-pseudoscience,low-credibility,ourhealthguides.com,Our Health Guides,[],low,https://mediabiasfactcheck.com/our-health-guides/,,7,
fake-news,low-credibility,outerbankstimes.com,Outer Banks Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/outer-banks-times-bias/,,,
fake-news,low-credibility,outragedpatriot.com,Outraged Patriot,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/outraged-patriot/,,23,
fake-news,low-credibility,overpassesforamerica.com,Overpasses for America,"['poor-sourcing', 'failed-fact-checks', 'false-claims']",mixed,https://mediabiasfactcheck.com/overpasses-for-america/,OverpassesForAmerica2,49,
fake-news,low-credibility,oxfordreporter.com,Oxford Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/oxford-reporter-bias/,,,
conspiracy-pseudoscience,low-credibility,oye.news,Oye.news,[],low,https://mediabiasfactcheck.com/oye-news/,oye.news,28,OYEGlobal
fake-news,low-credibility,pacatholictribune.com,Catholic Tribune - Tribune,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/catholic-tribune-pennsylvania-bias/,,,
fake-news,low-credibility,pacificpundit.com,Pacific Pundit,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/pacific-pundit/,fireandreamitchell,34,
conspiracy-pseudoscience,low-credibility,pakalertpress.com,Pak Alert Press,[],low,https://mediabiasfactcheck.com/pak-alert-press/,,58,
fake-news,low-credibility,palmcoasttimes.com,Palm Coast Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/palm-coast-times/,,,
fake-news,low-credibility,panamacityreporter.com,Panama City Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/panama-city-reporter/,,,
conspiracy-pseudoscience,low-credibility,pandemic.news,Pandemic News,[],very-low,https://mediabiasfactcheck.com/pandemic-news/,,43,
fake-news,low-credibility,pantsonfirenews.com,Pants on Fire News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/pants-on-fire-news/,,17,
fake-news,low-credibility,parler.com,Parler,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/parler/,,57,
fake-news,low-credibility,pascoreporter.com,Pasco Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/pasco-reporter/,,,
fake-news,low-credibility,passaictoday.com,Passaic Today,"['false-claims', 'imposter']",high,https://mediabiasfactcheck.com/passaic-today-bias/,,,
fake-news,low-credibility,patientdaily.com,Patient Daily,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/patient-daily-bias/,,,
fake-news,low-credibility,patribotics.blog,Patribotics Blog,[],low,https://mediabiasfactcheck.com/patribotics-blog/,,45,
fake-news,low-credibility,patriotbeacon.com,Patriot Beacon,[],low,https://mediabiasfactcheck.com/patriot-beacon/,93642411898,16,
fake-news,low-credibility,patriotbeat.com,Patriot Beat,[],mixed,https://mediabiasfactcheck.com/patriot-beat/,,23,
fake-news,low-credibility,patriotfetch.com,Patriot Fetch,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/patriot-fetch-bias/,,,
fake-news,low-credibility,patriotfires.com,Patriot Fires,[],low,https://mediabiasfactcheck.com/patriot-fires/,patriotfires,21,
fake-news,low-credibility,patriotfront.us,Patriot Front,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate', 'fake-news']",very-low,https://mediabiasfactcheck.com/vanguard-america/,,38,PatriotFront_
fake-news,low-credibility,patriothangout.com,Patriot Hangout,[],low,https://mediabiasfactcheck.com/patriot-hangout/,,15,
fake-news,low-credibility,patrioticexpress.com,Patriotic Express,[],low,https://mediabiasfactcheck.com/patriotic-express/,standingforamericans,20,
fake-news,low-credibility,patrioticpost.com,Patriotic Post,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/patriotic-post-bias/,,,
fake-news,low-credibility,patrioticviralnews.com,Patriotic Viral News,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",low,https://mediabiasfactcheck.com/patriotic-viral-news/,,28,
fake-news,low-credibility,patriotnewsfeed.com,Patriot Newsfeed,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/patriot-newsfeed-bias/,,,
fake-news,low-credibility,patriotpulse.net,Patriot Pulse,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/patriot-pulse-bias/,,,
fake-news,low-credibility,patriotreport.com,Patriot Report,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/patriot-report/,,1,
fake-news,low-credibility,patriots.win,"Patriots,Win","['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate', 'fake-news']",low,https://mediabiasfactcheck.com/patriots-win-bias-and-credibility/,,,
conspiracy-pseudoscience,low-credibility,patriots4truth.org,Patriots For Truth,[],very-low,https://mediabiasfactcheck.com/patriots-for-truth/,,34,
fake-news,low-credibility,patriotsvoice.info,Patriots Voice,[],low,https://mediabiasfactcheck.com/patriots-voice/,,10,
fake-news,low-credibility,patriotupdate.com,Patriot Update,[],low,https://mediabiasfactcheck.com/patriot-update/,WesternJournal,46,
fake-news,low-credibility,patriotuproar.com,Patriot Uproar,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/patriot-uproar-bias/,,,
conspiracy-pseudoscience,low-credibility,paulcraigroberts.org,PaulCraigRoberts.org,[],very-low,https://mediabiasfactcheck.com/paulcraigroberts-org-bias/,,,
fake-news,low-credibility,pcmustdie.com,PC Must Die News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/pc-must-die-news/,,14,
conspiracy-pseudoscience,low-credibility,pdmj.org,Primary Doctor Medical Journal,[],very-low,https://mediabiasfactcheck.com/primary-doctor-medical-journal/,,19,
fake-news,low-credibility,peacedata.net,PeaceData,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/peacedata/,,30,
fake-news,low-credibility,peacegardennews.com,Peace Garden News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/peace-garden-news-bias/,,,
fake-news,low-credibility,peachtreegazette.com,Peachtree Gazette,"['false-claims', 'misinformation', 'imposter']",mixed,https://mediabiasfactcheck.com/peachtree-gazette-bias/,,,
fake-news,low-credibility,peachtreetimes.com,Peach Tree Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/peach-tree-times/,,,
conspiracy-pseudoscience,low-credibility,peakprosperity.com,Peak Prosperity,[],low,https://mediabiasfactcheck.com/peak-prosperity-bias-and-credibility/,,,
fake-news,low-credibility,pelicanstatenews.com,Pelican State News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/pelican-state-news-bias/,,,
fake-news,low-credibility,pennsylvaniadailystar.com,Pennsylvania Daily Star,[],high,https://mediabiasfactcheck.com/pennsylvania-daily-star-bias/,,,
fake-news,low-credibility,pennsylvaniaindependent.com,Pennsylvania Independent,"['propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'imposter']",mixed,https://mediabiasfactcheck.com/pennsylvania-independent-bias/,,,
fake-news,low-credibility,pensacolatimes.com,Pensacola Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/pensacola-times/,,,
fake-news,low-credibility,peoriastandard.com,Peoria Standard,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/peoria-standard/,,,
fake-news,low-credibility,perezhilton.com,Perez Hilton,"['failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/perez-hilton/,,93,
fake-news,low-credibility,personalinterpretation.com,Personal Interpretation,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'hate']",low,https://mediabiasfactcheck.com/personal-interpretation/,,,
fake-news,low-credibility,personalliberty.com,Personal Liberty,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",low,https://mediabiasfactcheck.com/personal-liberty/,,54,
conspiracy-pseudoscience,low-credibility,peta.org,PETA,[],mixed,https://mediabiasfactcheck.com/peta-people-for-the-ethical-treatment-of-animals/,official.peta,92,peta
conspiracy-pseudoscience,low-credibility,philosophers-stone.info,Philosophers Stone,[],very-low,https://mediabiasfactcheck.com/philosophers-stone-bias/,,,
fake-news,low-credibility,phxreporter.com,PHX Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/phx-reporter/,,5,
conspiracy-pseudoscience,low-credibility,physiciansforinformedconsent.org,Physicians for Informed Consent,[],very-low,https://mediabiasfactcheck.com/physicians-for-informed-consent-bias/,,,
fake-news,low-credibility,piedmonttribune.com,Piedmont Tribune,"['misinformation', 'imposter']",mixed,https://mediabiasfactcheck.com/piedmont-tribune-bias/,,,
fake-news,low-credibility,pimatimes.com,Pima Times,"['propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'imposter']",mixed,https://mediabiasfactcheck.com/pima-times-bias/,,,
fake-news,low-credibility,pinaltoday.com,Pinal Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/pinal-today/,,2,
fake-news,low-credibility,pinebelttimes.com,Pine Belt Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/pine-belt-times-bias/,,,
fake-news,low-credibility,pinehursttoday.com,Pinehurst Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/pinehurst-today-bias/,,,
fake-news,low-credibility,pinellastimes.com,Pinellas Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/pinellas-times/,,,
fake-news,low-credibility,pinestatenews.com,Pine State News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/pine-state-news-bias/,,,
fake-news,low-credibility,pjmedia.com,PJ Media,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/pj-media/,PJMedia,83,PJMedia_com
conspiracy-pseudoscience,low-credibility,planetaprisao.com.br,Planeta Prisao,[],very-low,https://mediabiasfactcheck.com/planeta-prisao-bias-and-credibility/,,,
fake-news,low-credibility,plattenews.com,Platte News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/platte-news-bias/,,,
fake-news,low-credibility,plymouthpatriotpost.com,Plymouth Patriot Post,[],low,https://mediabiasfactcheck.com/plymouth-patriot-post/,,9,
fake-news,low-credibility,plymouthreporter.com,Plymouth Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/plymouth-reporter-bias/,,,
fake-news,low-credibility,pmnightlynews.com,PM Nightly News,"['poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/pm-nightly-news/,pmnightlynews,24,
fake-news,low-credibility,pocatellotimes.com,Pocatello Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/pocatello-times/,,,
fake-news,low-credibility,pointreport.org,Point Report,[],low,https://mediabiasfactcheck.com/point-report-bias-and-credibility/,,,
fake-news,low-credibility,polipace.com,Polipace,[],mixed,https://mediabiasfactcheck.com/polipace/,,20,
fake-news,low-credibility,political-discussion.com,PoliticalDiscussion,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/politicaldiscussion/,,,
fake-news,low-credibility,politicalanimalnews.com,Political Animal News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'imposter']",mixed,https://mediabiasfactcheck.com/political-animal-news-bias/,,,
conspiracy-pseudoscience,low-credibility,politicalblindspot.com,Political Blindspot,[],low,https://mediabiasfactcheck.com/political-blind-spot/,1.57719E+14,38,
fake-news,low-credibility,politicalflare.com,Political Flare,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'failed-fact-checks', 'false-claims']",low,https://mediabiasfactcheck.com/political-flare/,nicolejameswriter,28,
fake-news,low-credibility,politicalinbox.com,Political Inbox,[],low,https://mediabiasfactcheck.com/political-inbox/,,12,
fake-news,low-credibility,politicalmayhem.news,Political Mayhem News,[],low,https://mediabiasfactcheck.com/political-mayhem-news/,PoliticalMayhem,25,mayhem_news
fake-news,low-credibility,politicalsitenews.com,Political Site News,[],low,https://mediabiasfactcheck.com/political-site-news/,politicalsitenews,14,
fake-news,low-credibility,politicalstate.org,Political State,"['propaganda', 'plagiarism', 'pseudoscience', 'misinformation']",mixed,https://mediabiasfactcheck.com/political-state/,,11,
fake-news,low-credibility,politichicks.com,Politichicks,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/politichicks/,politichicks,45,ThePolitiChicks
fake-news,low-credibility,politicslive.net,Politics Live,[],very-low,https://mediabiasfactcheck.com/politics-live/,,15,
fake-news,low-credibility,politicsonline.net,PoliticsOnline.net,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/free-speech-time/,,11,
fake-news,low-credibility,politicsusanews.com,USA News/Politics News USA,[],very-low,https://mediabiasfactcheck.com/usa-newspolitics-usa-news/,,14,
fake-news,low-credibility,politnavigator.net,PolitNavigator,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/politnavigator-bias/,,,
fake-news,low-credibility,politros.com,PolitRussia (Politros.com,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/politrussia-politros-com/,,,
fake-news,low-credibility,polktimes.com,Polk Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/polk-times/,,,
conspiracy-pseudoscience,low-credibility,pollution.news,Pollution.News,[],very-low,https://mediabiasfactcheck.com/pollution-news/,,36,
fake-news,low-credibility,pomonavalleynews.com,Pomona Valley News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/pomona-valley-news/,,4,
fake-news,low-credibility,pontiactimes.com,Pontiac Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/pontiac-times-bias/,,,
fake-news,low-credibility,pop.org,Population Research Institute,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/population-research-institute/,,51,
conspiracy-pseudoscience,low-credibility,populartechnology.net,Popular Technology,[],mixed,https://mediabiasfactcheck.com/popular-technology/,,47,
fake-news,low-credibility,populistpress.com,Populist Press,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation', 'imposter']",low,https://mediabiasfactcheck.com/populist-press/,,25,
fake-news,low-credibility,portagetimes.com,Portage Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/portage-times-bias/,,,
fake-news,low-credibility,portlandcourant.com,Portland Courant,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/portland-courant-bias/,,,
fake-news,low-credibility,portlandmainenews.com,Portland Maine News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/portland-maine-news-bias/,,,
conspiracy-pseudoscience,low-credibility,positivehealthwellness.com,Positive Health Wellness,[],mixed,https://mediabiasfactcheck.com/positive-health-wellness-bias-and-credibility/,,,
fake-news,low-credibility,powderedwigsociety.com,Powdered Wig Society,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/powdered-wig-society/,powderedwig,35,jubals
fake-news,low-credibility,prageru.com,PragerU,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/prageru/,prageru,73,prageru
fake-news,low-credibility,prairiestatewire.com,Prairie State Wire,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/prairie-state-wire/,,,
fake-news,low-credibility,pravdareport.com,Pravda Report,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'failed-fact-checks', 'false-claims', 'fake-news']",very-low,https://mediabiasfactcheck.com/pravda-report/,english.pravda,59,
conspiracy-pseudoscience,low-credibility,prayingmedic.com,Praying Medic,[],very-low,https://mediabiasfactcheck.com/praying-medic-bias-and-credibility/,,,
conspiracy-pseudoscience,low-credibility,prepareforchange.net,Prepare for Change,[],low,https://mediabiasfactcheck.com/prepare-for-change/,prepareforchangelosangeles,56,Prepare_Change
fake-news,low-credibility,preppersdailynews.com,Preppers Daily News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims']",low,https://mediabiasfactcheck.com/preppers-daily-news-bias-and-credibility/,,,
fake-news,low-credibility,president45donaldtrump.com,President 45 Donald Trump,[],low,https://mediabiasfactcheck.com/president-45-donald-trump/,,15,
fake-news,low-credibility,presidentialhill.com,Presidential Hill,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/presidential-hill-bias/,,,
fake-news,low-credibility,presscalifornia.com,Press California,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims']",very-low,https://mediabiasfactcheck.com/press-california-bias/,,,
fake-news,low-credibility,presscorp.org,Press Corp,"['poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/press-corp/,,12,
conspiracy-pseudoscience,low-credibility,pressfortruth.ca,Press for Truth,[],mixed,https://mediabiasfactcheck.com/press-for-truth/,PressForTruth,49,
fake-news,low-credibility,presstv.ir,Press TV,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate', 'fake-news']",low,https://mediabiasfactcheck.com/press-tv/,PRESSTV,88,PressTV
conspiracy-pseudoscience,low-credibility,preventgenocide2030.org,Prevent Genocide 2030,[],very-low,https://mediabiasfactcheck.com/prevent-genocide-2030-bias-and-credibility/,,,
conspiracy-pseudoscience,low-credibility,prevention.com,Prevention Magazine,[],mixed,https://mediabiasfactcheck.com/prevention-magazine/,,72,
fake-news,low-credibility,prideof-america.org,Prideof-america.org (American News),[],low,https://mediabiasfactcheck.com/prideof-america-org-american-news/,,13,
conspiracy-pseudoscience,low-credibility,principia-scientific.com,Principia-Scientific.com,[],low,https://mediabiasfactcheck.com/principia-scientific-international/,,,
fake-news,low-credibility,prntly.com,Prntly,"['propaganda', 'plagiarism', 'pseudoscience', 'false-claims', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/prntly/,,41,
fake-news,low-credibility,proamericanews.com,Pro-America News,[],low,https://mediabiasfactcheck.com/pro-america-news/,,11,
fake-news,low-credibility,profam.org,International Organization for the Family (IOF),"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/international-organization-for-the-family-iof/,,54,profamorg
fake-news,low-credibility,profile.ru,Profile.ru,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/profile-ru-bias-and-credibility/,,,
fake-news,low-credibility,progressivestoday.com,Progressives Today,[],low,https://mediabiasfactcheck.com/progressives-today/,gatewaypundit,37,
fake-news,low-credibility,progresstribune.com,Progress Tribune,[],mixed,https://mediabiasfactcheck.com/progress-tribune/,,21,
fake-news,low-credibility,projectpurge.com,Project Purge,[],low,https://mediabiasfactcheck.com/project-purge/,,22,
fake-news,low-credibility,projectveritas.com,Project Veritas,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'fake-news']",mixed,https://mediabiasfactcheck.com/project-veritas/,ProjectVeritas,64,Project_Veritas
conspiracy-pseudoscience,low-credibility,prophecynewswatch.com,Prophecy News Watch,[],low,https://mediabiasfactcheck.com/prophecy-news-watch/,ProphecyNewsWatch,56,
conspiracy-pseudoscience,low-credibility,propornot.com,Prop or Not,[],mixed,https://mediabiasfactcheck.com/prop-or-not/,boycottrussiatoday,38,
